rating,review
5,received the product in good condition...
1,this was sticky to touch
5,This is the only wireless remote we've found that will reach the distance we needed.  Great little presenter.
3,The small size with so many buttons creates problems with hitting the wrong one often for someone with large hands and knobby fingers.I may be returning it.
1,This product was a bust as soon as I received it.  The battery cover kept falling off so I had to use tape to keep it in place also the pointer did not work on an LCD screen as indicated.  I had to send back as it was below standard for the price. Not really happy at all.
4,Love my new presenters friend.  Would have been nice to have more instructions on how to set several time reminders rather than having to reset each time.
5,Very useful product. Great range for the price point works as soon as you plug it in. Great to have for presenters that forget their personal clicker.
5,Does its job really wellTimely arrivalWell done
5,Good
3,It functions well. I got it for Rs 6499 however the very next day it was available for Rs 4999.
5,The product works as described.  Sleek and convenient.  Green laser is very bright and works even on the computer screen Lcd and Plasma TVs and covers the 30 meter range. The Wifi works even on a reflected angle and maintains the range.  The Lcd panel informations are very subjective use.  Otherwise the product is excellent for its use.I wish the carrying case had an extra pouch to store spare batteries!Removing batteries is very tricky and cumbersome.  I wish they had fixed a tiny ribbon to pull out the batteries.  I fixed my own with a thin and tiny strip of ribbon or PVC to pull out the batteries easily.The product was delivered by Speed Post much ahead of the time schedule.  Thanks for the Excellent service and very prompt delivery schedule by the seller.  Thanks for Amazon for selling such valuable and useful products within such easy reach.  http://www.amazon.in/Logitech-R800-professional-presenter/dp/B0080ASH52?ie=UTF8&ref_=pdp_new_dp_review
5,I studied the available options and found this presenter to be a great choice.1. The green laser is less strenuous on the eyes especially for long presentations.2. The operations buttons are very intuitively placed and shaped which makes usage very easy.3. The LCD display is a great advantage.(a) One can set the intended presentation duration on a built in timer. The timer counts down during the presentation allowing the user to instantly glance at time remaining. Once the time set is reached the unit vibrates to let the user know the set time is up. Thereafter the counter times forward. Of course setting this feature is completely optional but very useful.(b) The display shows whether the presenter is in range of operation as well.The unit is compact and comes with a well made storage pouch.
4,The product feels good in hand. The rubberized coating gives a good grip.LCD screen is useful.There is a feature to set the timer to track total presentation time which is quite neat; if there was some way to set per slide timer then it would've been even better.It is expensive though and I would score it low on value for money.
5,Highly recommended presentation tool for the professionals. Currently there are no other similar products in the market (India and USA) that comes close to this tool in terms of features and design so there is nothing to compare it with. The green laser is bright. Ergonomics are good. One of the most useful features of this tool is the timer function. Not only do you get a visual indication of the relative amount of time left you also get a silent vibration in the device at 5 2 and 0 minute markers. However there is no back-light for the LCD display and it would have been a wonderful addition.This tool has a battery level indicator and I use Eneloop AAA 800mAh Re-chargeable batteries so I never have to worry about running out of power. Using Re-chargeable batteries saves you a lot of money in the long-term and is very good for the Environment.
4,Good quality. Up and down symbol is not etched so the print is not visible after a few days use.the battary case get loosen easly. Mudic start and stop not easy to use. Good range
5,Good any side
5,The green laser is great  the timer function keeps you on time for your presentations  and it comes with a carry-pouch.  BE CAREFUL WITH THE BLUETOOTH JACK (which connects with the computer) I feel its too loose and can come off the presenter and you might loose it.
5,Peerless in all aspects... Recommend to needy persons
4,Good product
4,Good product. The pointer is not clearly  visible on LED and similar screens.
