rating,review
4,I love having the option of being able to use the different sized cords. Very convenient. Priced nicely and I am well pleased to have that spare (stored in my glove box)just in case I'm out and need a charge and forgot to bring mine with me. Charges fine but don't expect to purchase a super past charger when you buy this.This is not that. This is a solid charger that will get your needs handled at an affordable cost.
5,I am very happy with my purchase!!! It charges super fast 🙌🏼
5,Very good
5,It charges my phone so fast!! I love it.
5,I was really pleased with the speed of delivery. When you have the right charger it can make all the difference.
5,This block is very convenient for my iPhone 13 which uses a USB C and all my other devices using the regular USB cables. It frees up another outlet.
5,None
5,Love it
5,This is well constructed and doesn’t get hot as some have reported. At least mine doesn’t.I was so pleased I re-ordered another set for my office and studio. Warning NOT ALL DEVICES ARE COMPATIBLE WITH HIGHER CHARGING LEVELS.No I haven’t had the above issues but people need to know. I bought a set from Facebook market place and although they work. They do get hot and construction is shotty.
5,I love this charger . Charged super quick
4,It charges my I watch and my I phone 13 at once and it’s great to have a second charger
5,Love the dual ability!
4,One of them gets hot ?
3,Needed a new block to work for multiple devices in a pinch does the job but some nights the phones keep making noises as if they’re being plugged in so seems to be malfunctioning already
5,Nice
5,Love the fast charging. 😉😁
5,Works great with my iPhone charger
4,Value for money
5,I use this for a iPhone and it charges faster than the plug I had before.
5,Works with USB and USB-c
5,Charges my iPhone from  10% or less to 100% in under an hour.
5,We have 4 of us in the house that use iPhones so having many chargers is essential. These work great and the value is perfect for a busy family that takes them everywhere!
5,They charge very quickly. Super cheap compared to the alternatives that claim to be quick charging.
5,Super fast charging recommend 100%
5,Perfect charger for Apple Watch and Mac laptop! Received quickly before travel
4,This is a great idea for a charging block. Works great and I would have given a five star if it would have had 1 more of the smaller ports. The reason for this is my Apple watch and phone take the same size but my flashlight takes the larger one! I would recommend this product.
5,Works perfect for new phone.  Quick charger.
5,This is a great little plug for charging two different things at once  Apple plug and USB plug
5,To charge my iPhone
4,Could be faster
4,Simple charger that can accommodate two types of USB devices A and C connectors.  I charge my Apple watch iPad and use it as a source of power for USB ring light.
4,Really good
5,Unbeknownst to me apple changed the end of the charging cord so when my daughter opened her new iPhone at Christmas I was stuck without a “butt” as we call them to plug into the wall because they are no longer standard USB ends.So when I found these I was very excited because they were so versatile!!We now use them for all our charging ends! It works for all our phones her Nintendo switch… these things are great!!Would definitely recommend!!
5,I am finding that a lot of things come now with needing to plug in with a USB plug.
5,Fast charging speed!
4,Very happy with our purchase. This fits perfectly and charges the phone and air pods. Very happy with and would buy this product again.
5,I bought this so my husband could charge his Apple Watch.  I didn’t realize the chargers had changed on newer models.  This one works great and was a great price.
5,This charger is exactly what I was looking for and works GREAT! It arrived to my house quickly and has been working wonderfully ever since. I have it plugged in by my bedside and I use it every night to charge both my iPhone and Apple watch. I was in need of a way to charge my Apple watch using a wall outlet which is what inspired this purchase. I definitely recommend.
5,I love that it charges super fast my phone was just about to die and in less then 5 minutes it went to 18% for that price it's worth it. On the plus side I can plug in multiple phones.
5,With the transition from old to new USB formats this plug does the trick!
5,This charger works great. Have had it for a few months and have had no problems at all. I would recommend it to anyone needing a cube to plug their charger in.
5,I like it it works as it should.  Works with my wife’s Apple Watch series 7.  charged my house cameras with it.  For other brands they are asking a lot more.  $30 each I think!?!?  Crazy.  These will work just fine if not better..
3,I bought these to have a versatile charger for my various Apple products. The usb part does work but the C connection part does not.So useless. Will try to contact seller for refund.  ***revised*** I have received my replacements and the chargers kept beeping like the first set.However when I attempted to charge the iPad Pro through the attached Magic Keyboard they did work without beeping.  Very slow though.I’ll keep the second set as I have returned the first set.
5,I was a bit nervous since I had bad experiences with 3rd party chargers.Rapid delivery no fancy packaging but awesome products charging my stuff (phones ipads watch) fast. You got two chargers for the price and you need it once the family realizes how fast they are. Absolutely no issues so far and I'd buy it again!
5,It worth the money it works like the original and it do the charging fast
5,These are fast chargers! Recommended!!
5,Excellent! Product just as described fast shipping and fast shipping. Comes with two as advertised. I like the fact that it can charge two devices at once with the same lightening as with one. The price is right too. I highly recommend this lightening charge block.
5,I have a iPhone 13 and this charger works perfect. Quick charge for both my iPhone and my son's android at the same time. For a few dollars more you get a second charger the chargers were delivered a couple days before. Highly recommended.
5,Great brought two
5,Me agrada que es delicado y no se ve baratoTengo conectado mis cargadores en el mismo dispositivo y mantiene su potencia de cargaExcelente inversión precio- calidad
5,This charger is great! It’s portable and easy to use. I love how I can charge my iPhone 13 and my older iPhone in the same charging block. Will definitely buy more in the future.
5,I have been using this charger for about a week now. It charges my iPhone quickly and efficiently. I will be ordering more as they seem to disappear (right after the grandkids visit 🤣. Always good to have a spare!
5,The charging blocks arrived in a compact box which I liked since it made the garbage easy to throw away. Furthermore they claim that the blocks charge fast and the really do! My phones charges very quickly and I would definitely buy it again!
5,Works as it should and priced fairly
5,Just what I needed. Works great.
5,I needed a fast inexpensive charging head for my iPhone and this was perfect! I like how I can charge more than one item at a time. It's very fast my phone's done charging before I know it!
3,Convenience of 2 usb and micro c but not fast charger
5,This charger block works great. Very nice to have 2 types of connections (not tech fluent but you know what I mean). Yep good deal too.
5,It does what it claims. Charges in 30 minutes.
5,Has both usb and usb c. Works great.
5,Great charger! Charges well and looks nice. I like the shape for power strips.
5,This charger was amazing!  I was down to 22% on my phone and plugged it into the smaller fast charge port and within 15 minutes my phone was at 76%.  I highly recommend!
5,It serves family well - the two of them help charging all kinds of phones tablets watches in our household. And the charging speed is fast too.
5,I love this charger plug! It’s very versatile and convenient with the 2 separate ports! Glad it came with 2 chargers as well. The versatility helps keeps our iPhones and iPads charged!
5,Very happy with this charger. I am able to charge my IPhone & Apple Watch at the same time. Product works wells and got it for a good price
5,Works as advertised charges things fast.  Happy with purchase.
5,This charger is an excellent & flexible piece of tech! It gets the job done quickly & is an excellent bang for your buck given it comes with two.
3,I purchased this double pack of charging blocks for my Apple Watch. 1/2 blocks worked.
3,I haven’t used it yet. Like that it has dual ports to accommodate usb or charger. Deceiving that the cord didn’t come with and no mention that it did not! Unless I overlooked that somewhere.
5,Used for Apple watch 7
5,Charge my Arlo cameras
5,I got two fast chargers for the price of one! Great product is made well and does what it promises. I would order again or other products from them!
5,This charger is so convenient- it charges my phone and Apple Watch at the same time and does it super fast
5,Perfect for apple watch users who don’t want to purchase additional charging boxes. Great value
5,Perfect and very convenient for charting a newer series Apple Watch and iPhone at the same time. Overall good quality.
5,Great product for a great price! Love that you can fast charge two devices at the same time!
5,I travel a lot and this lets me bring only one charger to charge phone and watch at the same time. Charging time is fast.
5,I love these charges! The fact that you could plug a C charge or a USB is wonderful. They charge of stuff really quick also
5,The charging blocks were exactly what I needed
5,Super useful charger for a good two-in-one function specifically when I’m traveling I can charge both my watch and phone with this charger.
5,Fantastic product!!!! Works just as advertised if not better!!! And arrived quickly!!!! THANKS AMAZON!!!!
5,Very fast charging and reasonable priced
